Surveyor,GlobalID,Tree species scientific,Height of tree (m),DBH (cm),Density,x,y
Nick Metherall Nasolo May 2023,ae773d7b-7bc4-40b2-82e4-5d510fbc441d,Carica papaya,4,6,#N/A,177.6816955,-17.51567233
Nick Metherall Nasolo May 2023,a4088223-b0e0-4be1-92d2-f4d10e029ef6,Carica papaya,3.6,6.5,#N/A,177.6816858,-17.51568233
Nick Metherall Nasolo May 2023,6cb7d180-f47a-490b-81a5-a91db8416240,Carica papaya,2.9,6,#N/A,177.6816712,-17.515714
Nick Metherall Nasolo May 2023,22d85a0b-2b90-40dd-a25d-b4241cb190c8,Carica papaya,2.8,5,#N/A,177.6816582,-17.51571567
Nick Metherall Nasolo May 2023,ec80f21d-563b-439a-82d8-6773b03bfdda,Carica papaya,2.6,5,#N/A,177.6816688,-17.51572233
Nick Metherall Nasolo May 2023,ac7f4c1e-176b-496e-bca7-e77dd599b9f7,Samanea saman,18.9,118,#N/A,177.6816877,-17.515713
Nick Metherall Nasolo May 2023,dd934c61-e13c-4959-9470-990911cffd5a,Carica papaya,5.5,16,#N/A,177.681749,-17.51581317
Nick Metherall Nasolo May 2023,5fae6997-ec2d-485f-83ad-4c5e442d6514,Carica papaya,3.8,10,#N/A,177.6817855,-17.51579267
Nick Metherall Nasolo May 2023,786728a0-bc3c-4cbc-a71c-e5d6476e5d04,Carica papaya,3.2,6,0.45,177.6817783,-17.5157915
Nick Metherall Nasolo May 2023,606be504-df57-4f72-8069-c14095edad4b,Carica papaya,4.5,12,0.45,177.6817705,-17.515779
Nick Metherall Nasolo May 2023,10050606-c9f4-4fd0-9175-4be5af3ae146,Bruguiera spp.,12.2,107,#N/A,177.681349,-17.51531833
Nick Metherall Nasolo May 2023,40405779-e634-4d3f-9f09-eb25554d5328,Bruguiera spp.,15.3,43,#N/A,177.6814447,-17.51540733
Nick Metherall Nasolo May 2023,575d0276-70a4-4f89-9b01-ccb130feaf6f,Bruguiera spp.,10.5,42.5,#N/A,177.6813102,-17.5152925
Nick Metherall Nasolo May 2023,57aa536f-26b4-4a6e-a175-f950ded3007a,Bruguiera spp.,14.2,22,#N/A,177.6812948,-17.515295
Nick Metherall Nasolo May 2023,795bca2b-40c4-40f8-98aa-2d85424303b0,Bruguiera spp.,3.5,16,0.53,177.6813058,-17.51529033
Nick Metherall Nasolo May 2023,dfc79c5d-fd87-4af2-99c7-49f7c58cc63a,Bruguiera spp.,9.9,16.5,#N/A,177.6813137,-17.51530967
Nick Metherall Nasolo May 2023,3212bd86-d23e-42d1-8978-a9bc576aa713,Bruguiera spp.,14.4,39,#N/A,177.6812957,-17.51535017
Nick Metherall Nasolo May 2023,253490fc-062f-4545-b021-49342efbe905,Bruguiera spp.,13.1,45,0.45,177.6812733,-17.5153745
Nick Metherall Nasolo May 2023,3f341fff-e1f7-4536-8942-6e472b9bda40,Bruguiera spp.,4.4,9,0.45,177.6812812,-17.515364
Nick Metherall Nasolo May 2023,e309da13-4477-4cae-9dea-3f9f231e59ca,Bruguiera spp.,12.1,21,0.8,177.681293,-17.51537
Nick Metherall Nasolo May 2023,c19f93ab-7b6c-44cf-a583-ffe7eb603e7a,Bruguiera spp.,7.7,8.5,0.8,177.6812785,-17.5153965
Nick Metherall Nasolo May 2023,2995e920-63d4-4ee5-b218-d0bf90c79f1a,Bruguiera spp.,14.2,77,0.45,177.681287,-17.51540983
Nick Metherall Nasolo May 2023,3c6b00c9-a215-4b06-9190-755ec01559d1,Bruguiera spp.,12.5,63.5,0.45,177.6813045,-17.5153765
Nick Metherall Nasolo May 2023,9a251321-3599-4281-ace8-56c113a64f18,Bruguiera spp.,8.7,13,0.45,177.6812963,-17.51537733
Nick Metherall Nasolo May 2023,a9f0cdd2-5f3b-48ec-acf6-711eaf67f261,Bruguiera spp.,10.6,29,0.45,177.681328,-17.51540233
Nick Metherall Nasolo May 2023,190e5c21-25f6-4d75-9308-e7c60ce48c01,Bruguiera spp.,13.4,71,0.45,177.6813642,-17.51542183
Nick Metherall Nasolo May 2023,f1318a3b-ee41-4e41-b480-a404d105af34,Bruguiera spp.,3.7,6.5,0.53,177.6813697,-17.515428
Nick Metherall Nasolo May 2023,77c7a339-7264-4eb0-bc14-fa10587ba14e,Carica papaya,3.2,5,0.45,177.6813608,-17.51539867
Nick Metherall Nasolo May 2023,693a6c9f-2de5-4c93-a484-4924143128be,Bruguiera spp.,8.5,13,0.45,177.6813048,-17.51542683
Nick Metherall Nasolo May 2023,1929cefa-121f-463b-824c-ee62b4f7d709,Bruguiera spp.,8.1,10,0.45,177.6813057,-17.51543433
Nick Metherall Nasolo May 2023,4876efa3-40a6-452a-9b0d-c5b0cff17e47,Bruguiera spp.,4,5.5,0.45,177.6813238,-17.51543233
Nick Metherall Nasolo May 2023,c3536bd6-ec12-4016-90ac-33d6b5d6b3fe,Bruguiera spp.,5,5,0.45,177.68132,-17.51544383
Nick Metherall Nasolo May 2023,c5be3077-ba8b-4a90-8a12-07899f27e0e6,Bruguiera spp.,2.8,5,0.45,177.6813133,-17.5154345
Nick Metherall Nasolo May 2023,452b721c-4e40-4af9-bcd0-9d2f44bbc177,Bruguiera spp.,5.2,8.5,0.45,177.6813257,-17.51542183
Nick Metherall Nasolo May 2023,6283131d-e3ec-4695-bb7b-dfab6182349c,Samanea saman,15.6,131.5,0.45,177.677346,-17.51462183
Nick Metherall Nasolo May 2023,51d6cb1d-cfe0-484c-b65b-88aafbaf86f3,Samanea saman,15,82,0.52,177.6773038,-17.51456233
Nick Metherall Nasolo May 2023,d84a05ff-a29c-4d16-b176-9a7069dee82a,Bruguiera spp.,9.8,37,0.45,177.6772668,-17.5145235
Nick Metherall Nasolo May 2023,deaa9d1e-7b3f-49db-ae0d-5186ad8fe188,Bruguiera spp.,12.7,42,0.45,177.677248,-17.51450917
Nick Metherall Nasolo May 2023,ecf532d8-c377-4ae2-8170-e2d6cbb27f0b,Bruguiera spp.,11.9,45.5,0.45,177.6772768,-17.5145075
Nick Metherall Nasolo May 2023,0eeb580d-e6c0-49d4-8751-33c9a4810bc2,Bruguiera spp.,10.1,14,0.45,177.6773047,-17.51451867
Nick Metherall Nasolo May 2023,28721084-3bde-4bd7-9e53-fe460224f3e4,Bruguiera spp.,5.1,18.5,0.45,177.6772802,-17.51452667
Nick Metherall Nasolo May 2023,97a1ea27-6017-49ec-8e6b-6b123d616b72,Samanea saman,16.2,114,0.45,177.6772132,-17.51447283
Nick Metherall Nasolo May 2023,0fe0e9e4-29a2-48f8-9f99-2dcda5ccb45c,Carica papaya,6.3,21,0.45,177.6772123,-17.51448083
Nick Metherall Nasolo May 2023,d12aee9f-2748-4c95-b948-4ded9c6a53f7,Carica papaya,6.2,19,0.45,177.6772103,-17.51452267
Nick Metherall Nasolo May 2023,e1b18ff6-c792-4eda-932d-55f205d304e8,Musa acuminata,5.8,21.5,0.45,177.6772275,-17.514634
Nick Metherall Nasolo May 2023,6da5cbf1-f48e-4846-b6dc-7c0c3e05a2b8,Musa acuminata,2.8,8,0.45,177.6772355,-17.514625
Nick Metherall Nasolo May 2023,90ff6f0b-99d7-4599-98d5-123f794d3a97,Musa acuminata,2.1,7.5,0.45,177.6772218,-17.51462267
Nick Metherall Nasolo May 2023,1edb2185-7469-4369-bb2a-ace765631b37,Carica papaya,5.7,15,0.45,177.677324,-17.51466267
Nick Metherall Nasolo May 2023,4c77744e-9183-4d9c-b11b-963ec598605a,Bruguiera spp.,2.5,13,0.45,177.6772777,-17.51461433
Nick Metherall Nasolo May 2023,1134f4d3-8a4a-444d-821a-e3b79e6547fc,Bruguiera spp.,8.2,95,0.45,177.6772818,-17.51462133
Nick Metherall Nasolo May 2023,5d54bb77-723c-4acf-a499-099640761e9a,Bruguiera spp.,6.3,29,0.45,177.6772877,-17.5146155
Nick Metherall Nasolo May 2023,0d49c610-6799-46a9-84d5-24552167b3a3,Bruguiera spp.,5.1,6,0.45,177.6772797,-17.51455683
Nick Metherall Nasolo May 2023,3fd97c42-d541-44eb-984b-89ebb368188c,Carica papaya,2.7,5.5,0.45,177.68135,-17.51845883
Nick Metherall Nasolo May 2023,0e9d3608-6a93-4c0a-99ee-b656fbdfeb0c,Carica papaya,3.5,5,0.45,177.6812755,-17.518449
Nick Metherall Nasolo May 2023,2a1f5a31-72b7-490a-bd47-8119d257ce4d,Carica papaya,3.5,25,0.45,177.681351,-17.51855
Nick Metherall Nasolo May 2023,abaaf391-e469-492a-bf30-5bd1d688cb02,Samanea saman,12.2,50.5,0.45,177.6773427,-17.551636
Nick Metherall Nasolo May 2023,3e371bee-6ddf-44df-bb12-120c1baff9e2,Samanea saman,13.5,91.5,0.45,177.6773987,-17.5517025
Nick Metherall Nasolo May 2023,a4db0129-1c59-449d-b073-e0b097f331f8,Samanea saman,8.6,73,0.45,177.677313,-17.55182167
Nick Metherall Nasolo May 2023,20e15fa8-4919-4b21-8250-ce6df0d5176e,Samanea saman,15.9,80.5,0.45,177.6773183,-17.55184633
Nick Metherall Nasolo May 2023,a726beea-fe59-40da-9b1c-220b89ef6f95,Samanea saman,16.2,78,0.45,177.6772827,-17.55189033
Nick Metherall Nasolo May 2023,7d7e68af-74d1-49d4-9a7a-b2bea644c369,Samanea saman,14.8,99.5,0.45,177.6772738,-17.55196933
Nick Metherall Nasolo May 2023,f0ae150c-d177-4418-93f1-82c8b87f3b68,Carica papaya,3.1,6.5,0.45,177.6772448,-17.55205433
Nick Metherall Nasolo May 2023,240777c9-1781-4c84-b772-427dc983c4e6,Musa acuminata,4.3,36,0.45,177.6763582,-17.55511617
Nick Metherall Nasolo May 2023,0e11caec-24ff-4060-861d-3fefe5a97829,Musa acuminata,3.6,22.5,0.33,177.6763233,-17.55513317
Nick Metherall Nasolo May 2023,ff0dfe39-4cf6-4162-a25c-fe4dbb967fa7,Musa acuminata,1.8,6,0.25,177.6763272,-17.5551375
Nick Metherall Nasolo May 2023,b691df5d-7a95-4435-8b7d-508451a58ad5,Musa acuminata,2.3,9.5,0.25,177.6763122,-17.55514783
Nick Metherall Nasolo May 2023,821e5b9a-c094-4908-bd8b-ca6225f1c43e,Musa acuminata,4,44.5,0.25,177.6763113,-17.55515417
Nick Metherall Nasolo May 2023,9fe2a638-ed1a-4629-989f-e419d2b36843,Musa acuminata,4.3,34.5,0.25,177.6763383,-17.5551555
Nick Metherall Nasolo May 2023,b8cd087e-e13e-4464-b249-d8c9bf6d48fd,Musa acuminata,5.2,34.5,0.25,177.6763383,-17.55515367
Nick Metherall Nasolo May 2023,eab037d9-a50e-45bf-847a-e0b333e53b78,Musa acuminata,5.1,19,0.25,177.676329,-17.55516117
Nick Metherall Nasolo May 2023,c7e591da-aca4-40f3-9e9e-c4c1d6831d64,Musa acuminata,3.2,10,0.25,177.6763562,-17.55516767
Nick Metherall Nasolo May 2023,f16b4862-7eb6-40b8-9662-0d65dabb3e9a,Musa acuminata,1.9,7,0.25,177.6763518,-17.55515633
Nick Metherall Nasolo May 2023,712a1105-a670-4a3b-8d52-c5cd597f07d8,Musa acuminata,3.9,25,0.25,177.6763785,-17.5551765
Nick Metherall Nasolo May 2023,4d0ff263-dbd4-4697-bcd9-d8f4a995fff9,Musa acuminata,2.6,8.5,0.25,177.6763733,-17.55518317
Nick Metherall Nasolo May 2023,8020bb2a-d33a-450c-b008-5d19f3111300,Musa acuminata,3.7,16,0.25,177.6763688,-17.555179
Nick Metherall Nasolo May 2023,182d57dd-936e-4fc6-8f8b-28eddb1f2289,Musa acuminata,3.7,40.5,0.33,177.6763298,-17.5551805
Nick Metherall Nasolo May 2023,1b65bdfe-e223-48a7-b634-9665ef43bb87,Musa acuminata,3.6,31.5,0.25,177.6763287,-17.55517433
Nick Metherall Nasolo May 2023,5287c09e-2f7b-4eed-a8f9-4704c48b3729,Musa acuminata,3.5,17,0.25,177.6763363,-17.55516717
Nick Metherall Nasolo May 2023,b4eb9580-4ab0-4207-ab33-d944ccfe5b41,Musa acuminata,2.7,12.5,0.25,177.6763082,-17.55520067
Nick Metherall Nasolo May 2023,6dda571f-36b1-4a0b-9f2d-211fd3858497,Carica papaya,3.6,6,0.25,177.6763808,-17.5551505
Nick Metherall Nasolo May 2023,b4ec5ca8-8472-47a0-be3c-48658fe690e0,Carica papaya,4.3,11,0.25,177.6763895,-17.55514683
Nick Metherall Nasolo May 2023,c799a982-2335-48af-a60a-39c3f906258d,Musa acuminata,3.9,15.5,0.25,177.6763738,-17.55505583
Nick Metherall Nasolo May 2023,3c0c1b73-d2ef-4005-b745-2cfd99b14b53,Musa acuminata,6.5,19,0.25,177.6763592,-17.55505383
Nick Metherall Nasolo May 2023,a1567fee-d694-49fa-a748-1d1679cd3ea7,Musa acuminata,4.4,13,0.25,177.676358,-17.55505733
Nick Metherall Nasolo May 2023,bd6a61b3-e725-4790-b819-1109aac8f984,Musa acuminata,4.2,16.5,0.25,177.6763663,-17.5550595
Nick Metherall Nasolo May 2023,f1455b68-77ba-4361-aef7-ca1e7ed78ebb,Samanea saman,20.9,213,0.25,177.6763235,-17.55484217
Nick Metherall Nasolo May 2023,86caf539-a2a3-4614-8b28-b5e718a43591,Bruguiera spp.,16.6,35,0.25,177.6763118,-17.55491283
Nick Metherall Nasolo May 2023,71fc3cc8-6128-4740-b1b5-d14bbe6e7e24,Bruguiera spp.,10.4,31,0.25,177.6762985,-17.55470067
Nick Metherall Nasolo May 2023,65daeb17-ee11-41f6-b457-e69d11f60447,Samanea saman,21.2,167,0.25,177.6762972,-17.5546995
Nick Metherall Nasolo May 2023,98c2a399-91f9-4ed5-9d62-fbf6e655e124,Musa acuminata,2.7,10,0.25,177.6763003,-17.55508033
Nick Metherall Nasolo May 2023,e516b1a2-e341-44dc-a7b5-c68fc7496338,Musa acuminata,2.8,9.5,0.25,177.6762975,-17.55508217
Nick Metherall Nasolo May 2023,50c6db5e-cbaa-4419-a3b9-16d66a55247c,Musa acuminata,3.5,36,0.25,177.6762998,-17.55507917
Nick Metherall Nasolo May 2023,230645fd-8e5d-4f54-a140-376455af1ed8,Musa acuminata,3.3,17.5,0.25,177.6762963,-17.55507683
Nick Metherall Nasolo May 2023,46d7cfad-24b7-4b6f-a0f7-8e073bbef9b2,Musa acuminata,3.3,15,0.25,177.6762983,-17.55507667
Nick Metherall Nasolo May 2023,53048852-3f08-4ef6-b064-5ad9906a6496,Musa acuminata,2.9,29.5,0.25,177.6762833,-17.55507017
Nick Metherall Nasolo May 2023,ca46ddbb-37fc-475f-996d-5014ec69f2cc,Musa acuminata,2.3,9,0.25,177.6762773,-17.55509017
Nick Metherall Nasolo May 2023,18265071-87af-4fa2-8cd3-4a9fca9265a2,Musa acuminata,4.1,21,0.25,177.6762952,-17.55508233
Nick Metherall Nasolo May 2023,52ba355c-acc9-48a2-9853-6dc59e3f19d2,Bruguiera spp.,2.2,5,0.25,177.6763053,-17.5551795
Nick Metherall Nasolo May 2023,91bc0e6e-db83-475c-b8af-57d8ce40e5b8,Bruguiera spp.,2.3,5.5,0.25,177.6763135,-17.55518367
Nick Metherall Nasolo May 2023,4567ce5c-98ac-4efc-9588-99edfe69a163,Bruguiera spp.,1.9,5,0.25,177.6763138,-17.55518533
Nick Metherall Nasolo May 2023,10c10751-f659-48a4-ad65-8f3a58fbbdaf,Bruguiera spp.,1.9,5,0.25,177.6763167,-17.55519367
Nick Metherall Nasolo May 2023,e8b314f9-6ae4-4fdd-817e-2aa160101454,Bruguiera spp.,2.3,5.5,0.25,177.6763083,-17.555193
Nick Metherall Nasolo May 2023,8c8f3569-80d9-4ae8-84b8-a4bd48b38492,Bruguiera spp.,3.3,6.5,0.25,177.6763235,-17.55519633
Nick Metherall Nasolo May 2023,1b1b4363-625b-475a-a131-61d1d19806f5,Bruguiera spp.,2.4,5,0.25,177.6762978,-17.55519467
Nick Metherall Nasolo May 2023,994c1aa0-1f45-4a09-865f-53fca466cd75,Bruguiera spp.,3.9,7,0.25,177.6763112,-17.555203
Nick Metherall Nasolo May 2023,43feb7d9-0ea1-4811-89cf-9fc82bc2494b,Musa acuminata,3.3,29,0.25,177.6763167,-17.55518433
Nick Metherall Nasolo May 2023,19e5fbe9-e524-45d3-ae99-64b746de2203,Musa acuminata,2.9,13,0.25,177.6763423,-17.55518483
Nick Metherall Nasolo May 2023,29f34ba2-ead6-49bf-aec1-814905894361,Bruguiera spp.,2,5,0.52,177.6763482,-17.555184
Nick Metherall Nasolo May 2023,719bb37b-e9c2-4c78-a3ab-5a4add55bc30,Musa acuminata,3.6,16.5,0.25,177.6763422,-17.5551775
Nick Metherall Nasolo May 2023,4a3cf9be-4b6b-44c6-a68c-5328c2be88e7,Carica papaya,3.5,6,0.25,177.6763127,-17.554681
Nick Metherall Nasolo May 2023,cb9fc562-834a-4b45-b4ab-644335111df2,Musa acuminata,2.1,22,0.25,177.6763885,-17.554758
Nick Metherall Nasolo May 2023,1b4f6baa-fdc4-43ea-8ecd-a5bd7fcbe4bb,Musa acuminata,2.5,15.5,0.25,177.6763825,-17.55475317
Nick Metherall Nasolo May 2023,d7900cc4-29f8-4c64-9d86-af63af1c38fb,Carica papaya,6.6,15,0.25,177.6764253,-17.55474867
Nick Metherall Nasolo May 2023,38e2b50b-cc94-4fd1-b5c7-874d31ea2002,Carica papaya,2.5,5,0.25,177.676414,-17.55472533
Nick Metherall Nasolo May 2023,d64ea6a2-0fed-4e27-a8a9-e24997e66bb1,Carica papaya,5.2,5.5,0.45,177.6764203,-17.55470617
Navi June 2022,59bc89d3-2ae9-4c0a-90f3-9e336edc279b,Samanea saman,15.9,201,0.33,177.684483,-17.55008266
Navi June 2023,64335029-b0ab-418c-9216-e3ff9cba3148,Jacaranda mimosifolia,16.5,165,0.64,177.6844226,-17.55464151
Navi June 2024,630c051f-84ac-4de4-a71f-61feb3608520,Samanea saman,18,175.5,0.64,177.6851058,-17.55387997
Navi June 2025,4f073e66-d887-4477-9686-58779282945a,Samanea saman,13.5,98,0.64,177.6850901,-17.55346951
Navi June 2026,a8d52934-deb2-4b85-b696-1a6055a5d55f,Samanea saman,18.3,215,0.64,177.6861213,-17.55222572
Navi June 2027,b1015e88-a539-46e9-a02d-508fd9793cdb,Jacaranda mimosifolia,21,218,0.64,177.6863715,-17.55243032
Navi June 2028,70433cab-1d52-4ff1-bd44-996bf98e647f,Samanea saman,18.6,177,0.64,177.6863694,-17.55212241
Navi June 2029,a06a23c7-b477-4e22-afdc-1104cd99281c,Samanea saman,17.1,129.5,0.33,177.6847432,-17.55057653
Navi June 2030,29b0e88f-fcce-4e04-8a40-f5ce73b3efc1,Samanea saman,22.8,269,0.33,177.6843257,-17.54938115
Navi June 2031,7f7e770d-8337-47f2-81b4-75c3761a18cd,Samanea saman,18.9,169.5,0.45,177.6834014,-17.54802211
Navi June 2032,5392d7bf-62e2-495e-b543-4f26554569f6,Samanea saman,13.5,323,0.64,177.680879,-17.53639017
Navi June 2033,5f5c0c18-2fc2-4c83-abe6-d59bb7f6c597,Samanea saman,12.9,98.03944494,0.64,177.6808852,-17.536368
Navi June 2034,5779a905-6d4d-4c1c-b00c-72f000984124,Samanea saman,14.9,150.8788861,0.45,177.6810225,-17.5360705
Navi June 2035,aad717a6-4c22-469a-a6c6-957b70522c66,Samanea saman,10.8,164.5662112,0.45,177.6811382,-17.53575117
Navi June 2036,57e229d2-88a3-462b-a1ec-b026fa828246,Samanea saman,9.6,25.78310078,0.5,177.6810013,-17.53555467
Navi June 2037,48b4b2f9-de04-404f-a088-5d6dc5ab4412,Samanea saman,19.5,240,0.5,177.6815746,-17.54819172
Navi June 2038,d6965ab6-cd44-4bd9-a49e-7c24dec1cf7f,Samanea saman,17.7,235,0.5,177.6832287,-17.54764475
Navi June 2039,1d1f4232-4df4-4248-9172-14a47568bc00,Samanea saman,18.3,246,0.33,177.683198,-17.54713434
Navi June 2040,c8d0dbc2-610f-4a9c-9e6b-ff6726c2316f,Samanea saman,16.2,215,0.33,177.6836433,-17.54650285
Navi June 2041,8cfebb51-f48f-43ac-bb78-a3e21af12d63,Samanea saman,16.8,246,0.33,177.6828278,-17.54606309
Navi May 2022,35fc2131-679d-4912-bbed-f7953c94bf8d,Bruguiera spp. tree,25,Rhizophora spp.,0.45,177.6760358,-17.53381558
Navi May 2022,2d6b0a20-db5a-418d-9b69-8ee938242f98,Samanea saman,14.7,193,0.53,177.6835901,-17.53858722
Navi May 2022,b21ada84-b08b-415b-b86c-19d0cbea2ddb,Samanea saman,20.085,177.5,0.53,177.6835901,-17.5385873
Navi May 2022,c65fa373-6d1e-4911-9d6e-f1098ccdc03d,Samanea saman,15.4,104.5,0.53,177.6835901,-17.53858734
Naibuka Pine June 2023,c9067dc3-2ea3-49ee-9ee0-1943348732ec,Samanea saman,11,42,0.53,177.7958023,-17.42627633
Naibuka Pine June 2023,83cdd9df-4851-4112-9d26-89b084cc785e,Rhizophora spp.,11.3,12.5,0.45,177.6540685,-17.5404835
Naibuka Pine June 2023,b15b6d20-2e3f-4b98-9aa1-3223f5757a67,Rhizophora spp.,9.6,8.2,0.45,177.6541045,-17.5404935
Naibuka Pine June 2023,9643c5b3-1e5b-4cc6-9b0a-75af7e2b84a9,Rhizophora spp.,9.2,11.7,0.53,177.654086,-17.54048567
Naibuka Pine June 2023,75e5cedc-cb38-4968-9bbd-48b5a713019d,Rhizophora spp.,12.4,15.1,0.53,177.6541307,-17.5404705
Naibuka Pine June 2023,1903ed99-604a-4841-8574-1368945aa907,Rhizophora spp.,7.1,8,0.53,177.6541302,-17.540448
Naibuka Pine June 2023,e57a9e29-82ce-410c-9d26-29ee93b0754c,Rhizophora spp.,7.5,8.8,0.53,177.6541293,-17.540453
Naibuka Pine June 2023,79e46fe2-3e72-4ff3-ac99-202f31ed99ef,Rhizophora spp.,9.7,13.6,0.53,177.6541543,-17.54050633
